pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label_asli
75443,85267406,174,378000000,174000000000.0,5,6696,13206,14665300,440,1,TCP,2,253852748,17798314,4009,286.0,4295.0,0
17918,1039244,62,748000000,62748000000.0,11,8050,8749,507442,291,1,TCP,3,8875021,210103233,337,7971.0,8308.0,1
259810,14029740,473,331000000,473000000000.0,5,8050,4428,239112,147,1,TCP,3,167545238,20925576,170,150.0,320.0,1
131526,135609548,1370,176000000,1370000000000.0,9,2053,29,2842,0,1,ICMP,3,270711239,271104947,0,0.0,0.0,1
134708,143598728,313,359000000,313000000000.0,4,7916,5655,6028230,188,0,UDP,2,4468,1382,0,0.0,0.0,1
131438,135600924,1280,179000000,1280000000000.0,7,2053,29,2842,0,1,ICMP,1,5381,1382,0,0.0,0.0,1
2854,3042364,5,236000000,5236000000.0,4,7503,0,0,0,0,UDP,2,7806,1514,0,0.0,0.0,1
265,25970,271,500000000,272000000000.0,7,3421,30,2940,1,0,ICMP,2,5555,53081252,0,2529.0,2529.0,0
5384,5953552,12,158000000,12158000000.0,7,12138,0,0,0,1,TCP,2,1233806,30561048,163,3919.0,4082.0,1
86,8428,88,446000000,88446000000.0,3,20,30,2940,1,1,ICMP,1,4240,1172,0,0.0,0.0,0
128217,146769450,319,68000000,319000000000.0,3,2400,4666,5535476,155,1,TCP,1,7546959,14042870,0,0.0,0.0,1
26016,27108672,76,36000000,76036000000.0,5,2364,10310,10743020,343,1,ICMP,4,26708642,27523290,2857,2857.0,5714.0,1
61366,63943372,197,410000000,197000000000.0,2,7916,9208,9594736,306,0,UDP,2,5142,262720012,0,3838.0,3838.0,1
108,10584,111,300000000,111000000000.0,11,3443,29,2842,0,0,ICMP,4,135526919,406635927,1,1.0,2.0,0
79422,4606476,264,600000000,265000000000.0,5,12106,7867,456286,262,1,TCP,1,5119,1242,0,0.0,0.0,1
62583,3629814,204,425000000,204000000000.0,5,12106,9105,528090,303,1,TCP,2,3659855,3239212,140,130.0,270.0,0
42885,2830762,139,111000000,139000000000.0,5,11422,9874,651684,329,1,TCP,3,468489699,34375682,142,143.0,285.0,0
14973,15601866,47,453000000,47453000000.0,3,7894,9516,9915672,317,0,UDP,2,5564,469299802,0,3838.0,3838.0,1
24976,26024992,80,686000000,80686000000.0,4,1943,9242,9630164,308,0,UDP,3,3413,3665,0,0.0,0.0,1
121612,6567048,402,97000000,402000000000.0,3,16567,7541,407214,251,1,TCP,2,7140435,6643998,115,107.0,222.0,1
276,27048,283,47000000,283000000000.0,11,4920,29,2842,0,1,ICMP,4,118710483,135565441,4820,0.0,4820.0,0
97496,101590832,310,801000000,311000000000.0,2,1943,9306,9696852,310,0,UDP,1,4047,143926620,0,0.0,0.0,1
126371,134711486,280,570000000,281000000000.0,3,1943,13531,14424046,451,0,UDP,4,3772,3520,0,0.0,0.0,0
22672,1224288,86,825000000,86825000000.0,7,10817,9071,489834,302,1,TCP,1,3010439,75756510,170,4052.0,4222.0,1
80162,5290860,244,431000000,244000000000.0,6,4357,9931,655446,331,1,TCP,2,3859,1242,0,0.0,0.0,0
122893,128054506,393,484000000,393000000000.0,2,1931,9325,9716650,310,0,UDP,4,4169,272052287,0,2586.0,2586.0,1
63325,67504450,140,629000000,141000000000.0,3,2242,13494,14384604,449,0,UDP,3,6432,861882566,0,7682.0,7682.0,0
4407,237978,14,155000000,14155000000.0,4,4918,0,0,0,1,TCP,1,469238818,34597352,0,64.0,64.0,1
89256,93004752,316,648000000,317000000000.0,3,4440,9301,9691642,310,0,UDP,1,4447,235773168,0,5379.0,5379.0,1
134687,143576342,312,747000000,313000000000.0,6,7916,5655,6028230,188,0,UDP,4,5172,475176076,0,4126.0,4126.0,1
115693,129251522,264,371000000,264000000000.0,9,6696,13498,14750708,449,1,TCP,3,179662817,129421038,175,4058.0,4233.0,0
121642,126750964,442,901000000,443000000000.0,7,4920,7915,8247430,263,1,ICMP,1,271227941,269150054,0,0.0,0.0,1
121272,6548688,415,294000000,415000000000.0,3,11471,7005,378270,233,1,TCP,2,6657311,7183992,100,108.0,208.0,1
70320,3797280,228,16000000,228000000000.0,6,2373,8860,478440,295,1,TCP,3,164740109,318293087,4175,306.0,4481.0,1
129148,134572216,477,555000000,478000000000.0,2,4920,4153,4327426,138,1,ICMP,3,135566057,270309525,0,1122.0,1122.0,1
24897,25942674,80,289000000,80289000000.0,6,1943,9242,9630164,308,0,UDP,3,3413,3665,0,0.0,0.0,1
129724,7523992,464,114000000,464000000000.0,3,13231,6981,404898,232,1,TCP,1,6218799,146106890,0,0.0,0.0,1
967,94766,988,573000000,989000000000.0,7,3024,30,2940,1,1,ICMP,2,176079,135558948,5,0.0,5.0,0
4552,4852432,10,233000000,10233000000.0,2,2175,0,0,0,0,UDP,4,4136,143928808,0,0.0,0.0,1
25225,26284450,87,687000000,87687000000.0,15,1857,8489,8845538,282,1,ICMP,2,271091268,135644716,3,3.0,6.0,1
61048,63612016,199,573000000,200000000000.0,6,2053,9200,9586400,306,1,ICMP,1,93335607,1844,2553,0.0,2553.0,1
517,50666,530,187000000,530000000000.0,9,1057,29,2842,0,1,ICMP,3,56798,127978914,0,2374.0,2374.0,0
70357,75000562,155,252000000,155000000000.0,6,7916,13522,14414452,450,0,UDP,1,699267046,3706,0,0.0,0.0,0
104299,108679558,333,436000000,333000000000.0,4,1931,9335,9727070,311,0,UDP,3,3413,3539,0,0.0,0.0,1
134936,143841776,320,409000000,320000000000.0,4,1943,4288,4571008,142,0,UDP,3,4841,536788377,0,10120.0,10120.0,1
